     5.500      0.044     -0.016     -0.030
     5.550     -0.042      0.026      0.012
     5.600     -0.054     -0.014      0.030
     5.650     -0.058     -0.032      0.028
     5.700      0.210      0.018      0.034
     5.750     -0.108     -0.010     -0.042
     5.800      0.210     -0.050      0.034
     5.850      0.640      0.086      0.066
     5.900      0.496     -0.028      0.026
     5.950      0.426     -0.102     -0.052
     6.000     -0.192      0.000      0.060
     6.050     -0.082      0.010      0.150
     6.100     -0.226     -0.016      0.022
     6.150      0.434     -0.040      0.036
     6.200      0.444     -0.020      0.040
     6.250      0.942     -0.126      0.070
     6.300      0.618     -0.052      0.046
     6.350      1.128     -0.020      0.118
     6.400     -0.318     -0.098      0.116
     6.450     -2.900     -0.046     -0.106
     6.500     -1.522     -0.002      0.120
     6.550      0.362      0.016      0.454
     6.600      0.546     -0.184      0.294
     6.650     -0.498      0.148     -0.330
     6.700     -2.364      0.148     -0.572
     6.750     -0.892     -0.076      0.356
     6.800     -4.136      0.298      0.376
     6.850     -0.340      0.216     -0.148
     6.900      0.136      0.120     -0.244
     6.950     -2.658      0.260     -0.018
     7.000     -0.710     -0.256      0.690
     7.050      1.994      0.278     -0.144
     7.100     -2.360      1.076     -1.206
     7.150     -6.158      0.796     -1.044
     7.200     -5.090      0.986     -0.374
     7.250     -1.930      0.188      0.584
     7.300      3.354      0.138      0.174
     7.350      6.948      0.266     -1.072
     7.400      4.454     -0.448     -1.738
     7.450     -4.682      0.750     -0.628
     7.500     -8.532      0.754      0.124
     7.550      3.750      0.388     -0.392
     7.600     10.128      0.828     -1.450
     7.650      6.092     -1.368     -0.608
     7.700     -0.884     -0.602     -0.484
     7.750      0.906     -0.450     -0.712
     7.800      5.984      2.048     -0.616
     7.850      0.654      2.682     -2.648
     7.900     11.900      0.050     -4.296
     7.950     20.544     -2.322      1.386
     8.000      8.070     -3.632      5.564
     8.050    -11.240     -2.452      3.058
     8.100     -8.906      2.410     -4.012
     8.150    -15.356      4.470     -1.050
     8.200    -11.100      1.512     -2.320
     8.250      3.410     -2.698     -0.612
     8.300     11.402     -4.294     -0.036
     8.350      5.112     -1.176      0.912
     8.400     -5.422      2.198      1.272
     8.450    -17.184      3.850      3.954
     8.500     -4.764      3.248      2.198
     8.550      3.260     -2.928      3.276
     8.600      5.808     -4.044      0.204
     8.650      8.134     -2.740     -0.670
     8.700      7.116      2.778      2.224
     8.750    -17.600     11.432     -2.032
     8.800     -8.256      8.406     -3.670
     8.850      1.014     -2.512      3.562
     8.900      7.440     -6.486     -2.276
     8.950     -1.256     -5.660      0.346
     9.000    -11.856     -4.654      6.482
     9.050    -16.104     -1.462      6.632
     9.100      3.614      5.686      3.040
     9.150      9.820      4.312     -3.788
     9.200     26.562     -4.802     -2.824
     9.250     25.492     -9.702      0.888
     9.300     -4.240     -1.126      3.156
     9.350    -30.786      5.440      1.928
     9.400     -7.472     -0.256     -2.840
     9.450     13.704     -3.100     -4.160
     9.500     17.242     -4.574     -3.146
     9.550    -19.766     -1.808     -2.962
     9.600    -27.760      5.156     -5.602
     9.650     -4.186     11.736     -4.184
     9.700     23.194     10.058     -0.462
     9.750     17.768      2.266      1.460
     9.800     -2.964     -4.530     -4.032
     9.850     -2.968    -10.928      5.510
     9.900      2.206    -10.204     16.124
     9.950      9.254      0.626      4.316
    10.000      8.406     10.600    -12.204
    10.050      5.400      7.922    -13.858
    10.100     -1.496     -0.728      2.294
    10.150    -10.356     -7.136     16.080
    10.200     -3.144      8.704     -7.304
    10.250     -3.114     12.810    -12.872
    10.300    -20.398      0.286     -2.544
    10.350     -9.062    -12.980     14.174
    10.400      0.340    -18.388     18.436
    10.450     -5.608     -5.322     -7.350
    10.500     -0.396      6.292    -18.824
    10.550     10.638      2.426     -2.528
    10.600     12.406      0.926      5.534
    10.650      4.060      5.188      5.834
    10.700     -7.320      1.632     -2.620
    10.750      2.636      6.788     -6.794
    10.800     13.212      0.054     -4.726
    10.850      5.048      1.862     -8.960
    10.900     -5.692     -6.364      6.444
    10.950     -5.492     -7.096     11.402
    11.000      3.232      5.562     14.540
    11.050     -4.270     13.132      7.424
    11.100      1.790     -0.530     -6.994
    11.150    -11.852    -16.220     -7.782
    11.200    -12.434    -12.260     -3.678
    11.250     -8.536     -2.018     -1.712
    11.300      6.126     -3.092      4.428
    11.350      3.774      4.042      3.180
    11.400      6.674      5.470     -1.342
    11.450      4.142      1.318     -3.428
    11.500     16.428     -3.108      0.484
    11.550     19.388      2.016      2.768
    11.600      1.594     15.454     -1.906
    11.650     -5.418     13.714     -2.058
    11.700     -8.984     -0.344      2.412
    11.750    -12.892    -15.240      0.184
    11.800     -8.268     -7.634     -0.498
    11.850     -8.148      0.576      9.130
    11.900     -6.950      4.206      5.138
    11.950     -9.714     -5.200     -1.912
    12.000     -4.012     -9.630     -7.684
    12.050      4.774     -4.164      2.242
    12.100     20.572     -2.812      4.534
    12.150     23.004      1.800      7.248
    12.200      8.472      2.874      9.518
    12.250     12.600     15.580      3.312
    12.300      9.492      2.746     -8.726
    12.350    -10.536    -11.490    -16.054
    12.400    -11.036     -2.340    -13.246
    12.450     -6.424     14.484     -6.304
    12.500     -9.294     17.432     -5.262
    12.550    -16.904      7.354     -5.704
    12.600    -16.218     -1.666      2.436
    12.650      1.602     -9.752     -5.420
    12.700     -0.344    -14.396     -5.618
    12.750      7.470    -14.122     14.390
    12.800     13.570    -10.410     20.374
    12.850     16.176     -4.272      5.300
    12.900     -0.538     -2.506      0.800
    12.950    -13.958      1.456      2.938
    13.000     -4.484      4.598     -4.790
    13.050      8.134     20.536    -10.066
    13.100      1.732     19.274    -10.530
    13.150      0.648     10.542    -14.042
    13.200     -0.924     -2.258     -9.170
    13.250     -4.830     -5.616      7.122
    13.300    -10.118     -4.576      8.396
    13.350    -10.574      2.280      0.874
    13.400      2.480     -3.252      4.958
    13.450      6.944     -2.978      9.954
    13.500      7.062     -7.338     12.890
    13.550      0.172    -10.388      2.824
    13.600      2.986     -4.826    -16.976
    13.650      1.860     -4.526    -18.102
    13.700     11.360     -0.836     -0.200
    13.750      1.646      1.628     17.782
    13.800    -10.140      4.074     16.912
    13.850      0.686      4.758      2.742
    13.900      8.868      3.278     -5.096
    13.950      5.106      9.294     -1.544
    14.000     -1.532     10.836      3.094
    14.050     -4.172      6.346      0.652
    14.100      9.368     -0.638     -0.882
    14.150      4.482     -5.780     11.194
    14.200    -18.398    -12.482     14.104
    14.250    -12.698    -14.082      2.112
    14.300      5.152    -14.776     -1.206
    14.350     10.980     -7.716     -3.172
    14.400      4.744      1.662    -10.032
    14.450      2.582      9.826    -10.810
    14.500     -5.390     17.502     -3.776
    14.550     -2.800     19.458    -13.376
    14.600      2.336     10.042    -19.638
    14.650     -8.896     -1.732     -9.440
    14.700     -3.354    -16.184      6.740
    14.750     -4.960    -26.212     20.762
    14.800     -5.552    -17.938     13.092
    14.850      1.658      4.114      3.142
    14.900     -5.272     11.018      2.790
    14.950     -8.650     11.548      2.156
    15.000     -2.558     -1.106      6.312
    15.050      2.340     -6.846      1.092
    15.100      1.496     -0.160    -16.050
    15.150      5.178      0.992    -24.762
    15.200      8.458     -2.106    -10.000
    15.250      5.266      5.968      1.830
    15.300     10.460      9.822      2.252
    15.350      5.138      8.944      7.328
    15.400    -10.234      6.288     11.550
    15.450    -10.362      1.462     10.438
    15.500      2.040     -2.724      4.664
    15.550      9.636     -9.650     -3.248
    15.600     11.394     -7.878      2.964
    15.650     -2.332     -2.976      5.018
    15.700     -1.722     -5.566     -6.104
    15.750      1.206      1.234    -14.358
    15.800     -4.354     13.682    -10.918
    15.850      1.446     11.320     -8.148
    15.900     -0.912      1.804      0.564
    15.950      1.124     -2.930      6.930
    16.000     -5.262      8.702      8.878
    16.050     -5.568      5.724      7.568
    16.100     -5.658      0.090      7.132
    16.150      2.804     -6.008      4.278
    16.200     -0.038     -4.604     -3.374
    16.250    -10.988     -3.870    -11.496
    16.300     -6.804      1.982    -13.280
    16.350     -0.854     -2.004     -6.254
    16.400      5.258     -2.914     -4.580
    16.450     19.514     -2.346     -2.062
    16.500     13.298     -3.944      8.120
    16.550      6.568      0.618      5.520
    16.600     -1.866     -0.926      5.784
    16.650     -0.180     -1.652      6.506
    16.700      1.176      3.562      0.940
    16.750     -4.806     -1.494      1.654
    16.800     -7.034     -1.212      4.244
    16.850     -4.456      5.336      4.730
    16.900     -2.032      4.342      4.370
    16.950     -3.240     -2.500     -1.094
    17.000     -3.970     -5.458    -14.144
    17.050     13.262     -5.108    -16.142
    17.100     13.482     -6.784     -4.404
    17.150      3.450     -8.010      5.662
    17.200     -7.744     -3.796     11.852
    17.250    -12.994     -0.498      9.752
    17.300     -9.542     -3.506     12.880
    17.350      0.866     -6.994     15.924
    17.400      8.802     -4.502     13.028
    17.450      7.046      0.040     -2.964
    17.500     -0.410     12.576    -10.628
    17.550     12.554     15.526    -11.936
    17.600     16.282      2.880    -18.230
    17.650      9.392      3.634     -8.628
    17.700     -6.270     10.122      0.672
    17.750     -8.816      2.854     -2.808
    17.800    -11.614     -6.998     -3.900
    17.850     -9.862     -3.722      0.976
    17.900    -10.530      3.138     -2.538
    17.950    -12.302      6.150     -4.050
    18.000     -7.876      0.716      8.712
    18.050     -8.422     -6.402     14.530
    18.100      0.700     -8.536      8.880
    18.150      3.036     -2.480     -3.190
    18.200      6.118      5.522     -5.248
    18.250      6.280      4.116     -4.150
    18.300      4.976     -1.310     -5.354
    18.350      8.170     -7.782     -5.900
    18.400      7.254     -3.178     -5.442
    18.450     -2.972      3.540      3.418
    18.500     -4.502      5.034      4.070
    18.550     -2.798     -0.246      6.302
    18.600     -5.132     -5.588     10.084
    18.650     -9.180      2.478      3.744
    18.700    -12.458      7.420    -10.290
    18.750     -9.858      8.646     -7.632
    18.800     -0.498      2.220     -1.004
    18.850      1.648     -0.188     -9.498
    18.900      2.790      4.608    -11.508
    18.950      4.552      5.760     -3.530
    19.000      3.232     -6.368      5.620
    19.050     -2.208    -17.080      3.422
    19.100      3.082     -8.146      0.112
    19.150     10.250      2.900      2.180
    19.200      7.658     -4.312     -5.018
    19.250      5.268    -12.706     -2.414
    19.300      1.626      1.268     -5.182
    19.350     -5.866     13.236     -6.646
    19.400     -6.102     11.272     -3.146
    19.450      3.520      6.622     -0.942
    19.500     11.292      0.972      0.514
    19.550      8.460      3.506      7.940
    19.600      0.782     -1.586      7.668
    19.650      0.440    -12.440     10.762
    19.700     -3.408    -14.514     18.896
    19.750      3.160     -5.722     15.014
    19.800      3.140     -4.488      5.278
    19.850     -1.898     -6.434     -6.580
    19.900      1.192     -1.008    -12.194
    19.950      2.192      6.064    -11.928
    20.000      1.882     12.156    -10.672
    20.050    -10.010     15.052     -4.212
    20.100    -14.488      6.524     -1.788
    20.150     -9.026     -0.090     -0.858
    20.200     -2.512     -6.240     -4.816
    20.250     -3.262     -1.240     -4.322
    20.300     -3.132      2.722      3.000
    20.350     -2.054      2.770      6.226
    20.400      4.130      5.954     -1.886
    20.450      0.716      4.266    -10.086
    20.500     -3.786     -3.154    -10.752
    20.550     -9.214     -2.270    -12.098
    20.600    -10.258     -1.306     -8.214
    20.650     -5.720     -5.444     -3.366
    20.700      0.066     -1.932      2.728
    20.750     13.220     -1.016     -2.138
    20.800      9.600      0.354     -1.912
    20.850     -0.190     -0.200     -0.620
    20.900     -0.364     -6.684      2.454
    20.950      1.106    -12.058      4.808
    21.000      5.434    -11.328      6.910
    21.050      9.850     -8.000      8.920
    21.100      2.938    -11.714      2.724
    21.150      1.260    -16.302      4.934
    21.200      0.940    -15.122      9.454
    21.250      4.326    -12.680     11.702
    21.300      6.000    -14.098      9.772
    21.350      3.204    -12.752     -3.408
    21.400     -2.476    -11.802     -5.148
    21.450     -6.976     -9.226      3.448
    21.500     -4.632     -6.458     17.164
    21.550     -0.894     -6.758     26.392
    21.600     -3.528     -6.838     25.916
    21.650     -1.148     -2.580     17.008
    21.700     -1.084      1.584     14.550
    21.750      1.966      3.398     15.828
    21.800      3.590     -7.210     12.394
    21.850     -4.774    -19.642      1.356
    21.900     -3.334    -20.760     -5.980
    21.950     -0.354    -13.586     -3.252
    22.000     -6.678     -0.304     -2.356
    22.050     -2.334     12.958     -3.524
    22.100     -1.584     13.270     10.630
    22.150      1.390     17.156     27.870
    22.200      4.234     23.130     31.970
    22.250      7.576     19.828     24.254
    22.300      6.248     13.126     13.706
    22.350      0.414      3.748      5.874
    22.400      5.396     -3.470      6.924
    22.450      8.618     -0.086     14.520
    22.500     13.320      2.660     16.014
    22.550     16.948      5.376     14.026
    22.600     10.704     11.608     12.282
    22.650      5.632     18.148     10.136
    22.700      7.432     21.880     11.688
    22.750      5.332     22.394      0.946
    22.800      5.538     23.220    -14.820
    22.850      4.750     16.412    -29.960
    22.900      1.702      8.050    -36.516
    22.950     -6.298      2.976    -42.162
    23.000     -8.534      8.354    -49.360
    23.050     -7.822     15.416    -44.574
    23.100     -9.208     14.370    -32.044
    23.150     -8.226      3.174    -28.098
    23.200     -2.562     -6.194    -27.602
    23.250     -3.058      1.074    -27.746
    23.300     -5.450     21.864    -24.180
    23.350     -4.830     43.124    -12.838
    23.400     -7.028     52.892     -3.890
    23.450     -4.904     52.190      0.082
    23.500     -4.194     42.786     -0.930
    23.550     -9.254     27.004     -9.834
    23.600    -16.628     17.952    -17.324
    23.650    -16.254     21.036    -17.460
    23.700    -10.392     31.744    -12.754
    23.750     -5.916     38.208    -11.552
    23.800      0.096     21.536    -25.408
    23.850      1.000    -11.766    -45.160
    23.900     -0.402    -34.472    -53.286
    23.950     -5.960    -41.308    -56.338
    24.000     -1.244    -39.370    -57.696
    24.050      0.064    -34.590    -56.046
    24.100      1.894    -34.862    -47.508
    24.150      2.126    -38.196    -32.582
    24.200      1.692    -39.346    -18.616
    24.250     -0.926    -38.878     -4.296
    24.300      0.454    -31.400     23.514
    24.350     -0.640    -23.844     50.042
    24.400     -3.656    -25.534     64.878
    24.450     -0.896    -32.002     71.388
    24.500      3.326    -35.750     78.586
    24.550      7.172    -32.152     90.378
    24.600      4.942    -26.220     96.796
    24.650      3.882    -24.886     87.662
    24.700      5.704    -31.262     60.940
    24.750      6.118    -28.002     41.228
    24.800      4.602    -16.756     37.852
    24.850      6.248     -8.482     34.346
    24.900     10.404     -8.092     21.218
    24.950     15.720    -13.698      5.890
    25.000     14.696    -16.006     -2.606
    25.050      7.334    -12.032      2.450
    25.100      1.880     -8.022     13.494
    25.150      0.748     -5.882     25.802
    25.200      3.844     -7.494     29.224
    25.250      8.990    -10.032     24.092
    25.300      9.088    -14.220     12.058
    25.350      7.566    -23.266     -1.240
    25.400      0.928    -31.944     -9.288
    25.450     -0.906    -32.670    -12.236
    25.500      3.322    -16.814    -11.398
    25.550      2.816     -0.664    -14.584
    25.600     -2.622     12.788    -20.384
    25.650     -7.034     24.274    -18.952
    25.700    -11.024     32.052    -14.156
    25.750     -9.368     30.064    -17.896
    25.800    -12.254     30.248    -26.306
    25.850    -16.872     41.668    -25.074
    25.900    -17.290     56.214    -14.822
    25.950    -14.308     63.754    -10.870
    26.000    -16.408     57.984    -19.712
    26.050    -17.642     46.278    -28.238
    26.100    -16.328     37.620    -16.748
    26.150    -13.148     25.548      5.950
    26.200     -8.612     12.754     18.058
    26.250     -2.150      9.798     15.322
    26.300      2.630     19.748      0.596
    26.350      4.620     27.500    -12.834
    26.400      5.408     30.586    -20.986
    26.450      2.550     28.460    -22.478
    26.500      1.870     19.756    -19.352
    26.550      1.124      6.684    -14.998
    26.600     -0.554     -6.758    -15.198
    26.650     -3.302    -11.022    -11.984
    26.700     -5.716     -3.552     -4.504
    26.750     -3.886      2.376      1.662
    26.800     -1.580      0.470      8.428
    26.850      8.594     -6.454     13.494
    26.900      8.190    -14.326     11.798
    26.950      9.396     -9.292      8.890
    27.000      8.302     -6.124     -3.402
    27.050      6.370     -7.864    -14.602
    27.100      3.920     -9.574    -17.638
    27.150      5.670     -8.850    -15.170
    27.200     12.236     -3.628    -16.358
    27.250      8.738     -0.940    -27.328
    27.300      4.298      2.378    -41.068
    27.350      1.912      9.056    -50.504
    27.400      2.816     17.694    -46.722
    27.450      8.824     18.900    -28.906
    27.500     14.502     11.216    -11.514
    27.550     17.674      5.202      1.212
    27.600     17.362      3.958     11.092
    27.650     18.250     -0.836     24.594
    27.700     13.894    -11.296     31.346
    27.750     12.912    -21.198     30.204
    27.800     14.102    -21.680     28.820
    27.850     16.614    -17.700     23.566
    27.900     12.312    -14.184      2.370
    27.950      9.286    -10.016    -19.796
    28.000      8.546     -4.664    -21.100
    28.050      5.766    -10.924    -10.902
    28.100      3.280    -20.668     -3.842
    28.150      0.668    -17.844      5.572
    28.200      1.706     -9.962     14.396
    28.250     -0.118     -9.330     12.944
    28.300     -5.134    -14.560      6.886
    28.350    -10.500    -18.310     15.120
    28.400     -6.478    -17.720     27.620
    28.450     -4.202    -16.852     35.404
    28.500     -6.184    -10.792     31.874
    28.550     -8.842      2.198     26.952
    28.600    -14.438      9.410     25.964
    28.650    -18.604      6.100     22.920
    28.700    -15.374     -2.970     21.018
    28.750     -8.804     -8.638     18.498
    28.800     -5.622     -9.638     18.330
    28.850     -7.654     -6.898     16.702
    28.900    -11.876     -3.038     11.492
    28.950    -15.138      2.754      4.610
    29.000    -17.038      1.280      0.420
    29.050    -16.810     -8.384     -1.334
    29.100    -18.044    -16.236     -1.286
    29.150    -16.350    -19.450     -0.420
    29.200    -10.536    -24.012     -6.186
    29.250     -7.938    -31.112    -12.224
    29.300     -9.970    -34.544    -17.746
    29.350     -9.172    -30.078    -23.256
    29.400     -9.460    -18.890    -24.998
    29.450     -8.194     -7.584    -23.370
    29.500     -8.306      4.998    -19.802
    29.550     -6.246     16.520    -12.462
    29.600     -5.502     22.088      0.580
    29.650     -4.492     22.696     19.820
    29.700     -4.550     15.080     30.072
    29.750     -4.080      3.764     23.650
    29.800     -5.456      4.980     12.852
    29.850     -3.932     21.134      6.616
    29.900     -1.440     37.956      4.834
    29.950      1.258     44.724     -3.126
    30.000      5.262     42.882     -8.976
    30.050      7.506     37.812     -7.932
    30.100      9.092     33.740     -6.760
    30.150     10.596     29.910    -11.028
    30.200     11.392     22.894    -16.552
    30.250     16.150     13.798    -15.914
    30.300     18.696      8.468     -7.224
    30.350     22.590     -0.580      0.768
    30.400     23.880    -10.228      6.486
    30.450     24.546    -11.242      9.408
    30.500     23.766     -8.598      6.230
    30.550     18.940     -5.148      1.460
    30.600     14.148      2.854      1.554
    30.650     11.458      9.796      2.718
    30.700      9.700     10.762      9.694
    30.750     10.206      6.236     13.050
    30.800      7.110      0.416     14.316
    30.850      2.750     -4.940     10.998
    30.900      1.448     -6.204      4.484
    30.950      1.518     -6.328     -4.208
    31.000      0.088     -1.544     -9.044
    31.050      3.436     10.310    -12.682
    31.100      3.026     19.980    -19.036
    31.150      2.400     23.204    -27.698
    31.200     -2.368     20.488    -32.788
    31.250     -3.392     13.312    -31.306
    31.300     -4.254      0.468    -31.502
    31.350     -5.538    -13.828    -31.568
    31.400     -6.860    -20.230    -28.106
    31.450     -8.816    -16.100    -25.254
    31.500     -8.370    -12.062    -24.790
    31.550     -6.016    -12.538    -25.090
    31.600     -9.218    -13.422    -23.504
    31.650    -11.862    -10.712    -24.536
    31.700    -13.102     -5.796    -25.176
    31.750    -11.448     -0.490    -21.780
    31.800     -9.600     -0.926    -15.260
    31.850     -7.716     -5.342     -4.906
    31.900     -6.888     -7.288      4.818
    31.950     -3.912     -9.764     13.478
    32.000     -3.468    -12.930     20.690
    32.050     -4.796    -19.200     23.698
    32.100     -8.596    -25.110     24.952
    32.150     -9.114    -26.230     27.330
    32.200     -8.952    -22.342     29.246
    32.250     -7.426    -19.662     28.190
    32.300     -4.126    -25.006     22.984
    32.350     -3.968    -32.272     21.538
    32.400     -7.276    -33.750     24.968
    32.450     -4.768    -28.604     27.490
    32.500     -0.094    -21.844     23.662
    32.550      1.986    -13.786     16.654
    32.600      1.846     -4.412     12.072
    32.650      2.694      5.216      6.604
    32.700      3.110     12.852      6.810
    32.750      4.412     16.088     13.462
    32.800      7.608     12.900     17.876
    32.850      7.014      8.534     17.522
    32.900      6.362     11.008     16.704
    32.950      7.506     15.700     18.072
    33.000      7.884     15.550     19.138
    33.050      7.068     12.466     15.432
    33.100      8.250      6.110     10.726
    33.150      9.088      2.888      7.614
    33.200      6.156      4.188      4.800
    33.250      5.030      7.372      3.082
    33.300      3.030     10.922      2.622
    33.350      2.180     18.020      2.852
    33.400      2.688     25.162      0.412
    33.450     -0.304     29.558     -3.638
    33.500     -1.998     29.638     -8.926
    33.550     -2.864     27.158    -12.054
    33.600     -4.440     23.926    -11.446
    33.650     -4.856     22.264    -11.496
    33.700     -4.726     22.112    -11.082
    33.750     -5.498     20.778     -9.480
    33.800     -5.442     15.048     -7.142
    33.850     -3.820      5.958     -8.764
    33.900     -1.576     -2.928    -14.942
    33.950     -0.812     -7.558    -19.862
    34.000      0.524    -10.290    -20.836
    34.050      1.148    -12.334    -22.796
    34.100      0.986     -8.220    -29.042
    34.150      4.492     -3.658    -35.686
    34.200      4.808     -5.576    -37.548
    34.250      4.094    -10.466    -35.204
    34.300      3.442    -13.548    -31.182
    34.350      4.076    -16.704    -27.340
    34.400      5.278    -15.452    -20.004
    34.450      4.424    -13.660    -11.366
    34.500      2.566    -12.802     -4.246
    34.550      0.750    -13.258      3.948
    34.600     -2.484    -15.916     11.880
    34.650     -5.460    -19.744     16.036
    34.700     -7.360    -19.972     16.510
    34.750     -7.970    -18.014     16.286
    34.800     -7.832    -15.314     16.110
    34.850     -6.240     -9.308     19.094
    34.900     -2.706     -0.446     18.436
    34.950      1.140      5.896     12.422
    35.000      3.116      9.894      8.722
    35.050      2.418     15.470      5.032
    35.100      2.012     21.950     -1.298
    35.150      1.946     28.678     -6.040
    35.200      1.346     34.184     -7.844
    35.250      1.340     37.998     -6.194
    35.300      1.094     36.770     -6.020
    35.350      1.560     29.676     -5.620
    35.400      1.170     22.058     -2.528
    35.450      1.484     15.232      4.002
    35.500      1.520      6.644     13.066
    35.550      0.308     -2.618     17.284
    35.600     -0.836     -6.956     14.366
    35.650     -4.626     -7.308     10.218
    35.700     -6.648     -8.248     10.026
    35.750     -6.836     -9.718      8.666
    35.800     -7.328    -13.012      4.266
    35.850     -8.342    -16.530      2.406
    35.900     -7.320    -17.514      2.746
    35.950     -6.992    -19.940      5.732
    36.000     -6.578    -24.710      7.886
    36.050     -6.192    -28.822      7.672
    36.100     -5.190    -30.446      7.152
    36.150     -4.772    -28.038      7.164
    36.200     -1.982    -21.956      8.932
    36.250      0.680    -16.738     10.700
    36.300      4.002    -13.254     13.460
    36.350      5.694    -10.224     17.336
    36.400      5.990     -9.710     19.648
    36.450      4.332    -12.616     14.108
    36.500      2.224    -13.560      6.048
    36.550      2.554    -12.494     -0.814
    36.600      3.764    -11.708     -5.390
    36.650      6.002    -13.244    -11.630
    36.700      8.246    -14.156    -17.116
    36.750      7.946    -12.748    -19.442
    36.800      6.408    -10.762    -21.090
    36.850      4.534     -7.320    -20.470
    36.900      3.932     -0.562    -16.948
    36.950      3.368      7.350    -14.346
    37.000      3.280     15.534    -10.340
    37.050      3.502     21.910     -5.554
    37.100      5.084     25.274     -4.738
    37.150      4.706     27.280     -6.410
    37.200      3.876     28.638     -9.722
    37.250      3.268     29.498    -10.812
    37.300      2.536     32.214     -7.256
    37.350      2.722     33.900     -1.030
    37.400      1.846     30.548      4.316
    37.450      0.208     22.686      6.298
    37.500     -3.214     14.256      3.792
    37.550     -6.062      7.344      3.078
    37.600     -9.596      2.220      6.086
    37.650    -10.272      0.516     10.188
    37.700     -9.372      1.958     12.662
    37.750     -7.462      5.234     14.092
    37.800     -6.364      7.636     16.184
